dataset,dataset_size,model,operator,inform,on_train,sigma,series,median,mean,std
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.07,Neural vs Analytical,22.138816833496094,22.48833465576172,2.0457780361175537
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.08,Analytical vs GT,27.896982192993164,28.008150100708008,3.3958499431610107
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.08,Neural vs GT,20.909330368041992,21.21282958984375,2.1831512451171875
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.08,Neural vs Analytical,22.184370040893555,22.352907180786133,1.936352252960205
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.09,Analytical vs GT,27.812850952148438,27.81884002685547,3.3563127517700195
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.09,Neural vs GT,20.796722412109375,21.049772262573242,2.109342336654663
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.09,Neural vs Analytical,21.904762268066406,22.174325942993164,1.8681217432022095
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.1,Analytical vs GT,27.708608627319336,27.681921005249023,3.226647138595581
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.1,Neural vs GT,20.78948402404785,20.970911026000977,2.033104658126831
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.1,Neural vs Analytical,21.910070419311523,22.11302947998047,1.7748053073883057
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.15,Analytical vs GT,26.118017196655273,26.15949058532715,3.2897562980651855
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.15,Neural vs GT,20.19594955444336,20.25885009765625,1.8084946870803833
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.15,Neural vs Analytical,21.756343841552734,21.651996612548828,1.4198510646820068
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.2,Analytical vs GT,24.977989196777344,25.18301010131836,3.1120824813842773
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.2,Neural vs GT,19.83916473388672,19.766389846801758,1.707497239112854
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.2,Neural vs Analytical,21.37160301208496,21.424877166748047,1.3987258672714233
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.25,Analytical vs GT,24.101593017578125,24.267284393310547,2.8156044483184814
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.25,Neural vs GT,19.1658935546875,19.261812210083008,1.5776216983795166
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.25,Neural vs Analytical,21.08714485168457,21.123302459716797,1.439008116722107
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.3,Analytical vs GT,23.26350212097168,23.211824417114258,2.8304858207702637
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.3,Neural vs GT,18.959487915039062,18.83127784729004,1.6028454303741455
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.3,Neural vs Analytical,21.057632446289062,21.102859497070312,1.6473757028579712
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.35,Analytical vs GT,22.03829574584961,22.078174591064453,2.5500638484954834
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.35,Neural vs GT,18.423646926879883,18.332433700561523,1.4054960012435913
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.35,Neural vs Analytical,21.00564193725586,20.989564895629883,1.6035382747650146
CIFAR10,10000,PatchMLP,inpainting_center_15,True,True,0.4,Analytical vs GT,21.48709487915039,21.436260223388672,2.3504838943481445
